"measure","scenario","period","climset","strategy","value_hist","pctchange","colournm"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 30%",252.9333,-6.39164554449731,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP5","Reduce ET 50%",252.9333,-6.35210942964014,"2"
"TrinityOceanReach Mean Ann Boating Days","1",2030,"CMIP5","Add 30KAF",252.9333,-6.48392283657391,"2"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP3","Baseline",252.9333,3.50554869603963,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 30%",252.9333,3.45284705493503,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP3","Reduce ET 50%",252.9333,3.40010587771559,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP3","Add 30KAF",252.9333,3.36056976285842,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP5","Baseline",252.9333,3.94044595946836,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 30%",252.9333,3.92728043322092,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP5","Reduce ET 50%",252.9333,3.92728043322092,"3"
"TrinityOceanReach Mean Ann Boating Days","2",2030,"CMIP5","Add 30KAF",252.9333,3.87453925600148,"3"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP3","Baseline",252.9333,-4.7047976680018,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 30%",252.9333,-4.73112872049667,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP3","Reduce ET 50%",252.9333,-4.75749930910639,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP3","Add 30KAF",252.9333,-4.71796319424924,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP5","Baseline",252.9333,-4.45437591649657,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 30%",252.9333,-4.49391203135372,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP5","Reduce ET 50%",252.9333,-4.53344814621088,"2"
"TrinityOceanReach Mean Ann Boating Days","3",2030,"CMIP5","Add 30KAF",252.9333,-4.49391203135372,"2"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP3","Baseline",252.9333,7.74907851200296,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 30%",252.9333,7.7095423971458,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP3","Reduce ET 50%",252.9333,7.63047016743149,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP3","Add 30KAF",252.9333,7.65684075604122,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP5","Baseline",252.9333,8.31578918236547,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 30%",252.9333,8.22351189028886,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP5","Reduce ET 50%",252.9333,8.22351189028886,"3"
"TrinityOceanReach Mean Ann Boating Days","4",2030,"CMIP5","Add 30KAF",252.9333,8.21034636404142,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP3","Baseline",252.9333,0.658948426324249,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 30%",252.9333,0.606246785219661,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP3","Reduce ET 50%",252.9333,0.566710670362505,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP3","Add 30KAF",252.9333,0.553505608000214,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP5","Baseline",252.9333,1.13338180461015,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 30%",252.9333,1.12021627836271,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP5","Reduce ET 50%",252.9333,1.15975239321987,"3"
"TrinityOceanReach Mean Ann Boating Days","5",2030,"CMIP5","Add 30KAF",252.9333,1.13338180461015,"3"
